date,location,latitude,longitude,river_discharge,precipitation
2020-07-09 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,3.2364292,
2020-07-10 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,3.7533522,
2020-07-11 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,5.6221647,
2020-07-12 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,4.6363764,
2020-07-13 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,3.3151908,
2020-07-14 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.7670379,
2020-07-15 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.2960973,
2020-07-16 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.7989812,
2020-07-17 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.9040227,
2020-07-18 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.7797134,
2020-07-19 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.250873,
2020-07-20 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,3.4977984,
2020-07-21 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,4.623413,
2020-07-22 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,5.2661386,
2020-07-23 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,3.4565625,
2020-07-24 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.4994519,
2020-07-25 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.8906798,
2020-07-26 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.5763211,
2020-07-27 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.2062693,
2020-07-28 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,3.2169652,
2020-07-29 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.672823,
2020-07-30 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.013006,
2020-07-31 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.6424086,
2020-08-01 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.4547088,
2020-08-02 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.1117163,
2020-08-03 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.8282475,
2020-08-04 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,4.10505,
2020-08-05 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,3.6131754,
2020-08-06 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.7670379,
2020-08-07 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.1260793,
2020-08-08 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.7039585,
2020-08-09 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.5176768,
2020-08-10 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.3768401,
2020-08-11 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.5176768,
2020-08-12 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.6424086,
2020-08-13 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.4660392,
2020-08-14 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.3280914,
2020-08-15 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.3280914,
2020-08-16 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.5003455,
2020-08-17 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.5644841,
2020-08-18 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.7478943,
2020-08-19 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.4833732,
2020-08-20 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.908409,
2020-08-21 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,3.920395,
2020-08-22 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,3.7752929,
2020-08-23 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,3.0457587,
2020-08-24 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.176874,
2020-08-25 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.8248801,
2020-08-26 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.5156045,
2020-08-27 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.013006,
2020-08-28 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.7164392,
2020-08-29 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.4945948,
2020-08-30 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.4831331,
2020-08-31 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.5809646,
2020-09-01 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.3962529,
2020-09-02 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.8510184,
2020-09-03 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.4603677,
2020-09-04 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.243882,
2020-09-05 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.133045,
2020-09-06 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.0558906,
2020-09-07 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.3334582,
2020-09-08 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.6121614,
2020-09-09 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.372873,
2020-09-10 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.89942,
2020-09-11 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.1188896,
2020-09-12 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.6181831,
2020-09-13 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.5644841,
2020-09-14 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.5176768,
2020-09-15 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.013006,
2020-09-16 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.9716659,
2020-09-17 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.837919,
2020-09-18 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.4603677,
2020-09-19 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.1928048,
2020-09-20 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.1086283,
2020-09-21 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.9853826,
2020-09-22 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.243396,
2020-09-23 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,3.1591063,
2020-09-24 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,3.581419,
2020-09-25 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.6475394,
2020-09-26 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,3.1591063,
2020-09-27 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.8282475,
2020-09-28 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.910717,
2020-09-29 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.7101917,
2020-09-30 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,2.1260793,
