date,latitude,longitude,wind_speed,central_pressure,basin
2022-08-22 12:00:00,17.2000,-130.000,25,1010,EP
2020-12-11 03:00:00,-21.8474,74.8274, , ,SI
2023-10-23 12:00:00,18.4000,87.4000, , ,NI
2020-07-12 00:00:00,20.4000,-121.600,45,1002,EP
2024-01-25 00:00:00,-14.7000,90.8000, , ,SI
2021-10-18 03:00:00,40.7147,169.414, , ,WP
2020-02-24 12:00:00,-14.6500,117.450,45,992,SI
2022-11-06 09:00:00,-12.0377,83.0125, , ,SI
2022-09-14 12:00:00,22.9000,140.500, , ,WP
2020-05-15 21:00:00,16.7220,120.410, , ,WP
2021-04-14 06:00:00,8.45000,137.075,40,998,WP
2020-10-24 09:00:00,13.2441,129.432, , ,WP
2021-07-25 00:00:00,29.3000,150.500,40,994,WP
2020-08-27 03:00:00,16.0425,-116.343, , ,EP
2021-08-18 03:00:00,16.1327,137.882, , ,WP
2021-03-05 12:00:00,-18.1000,44.6500,30,999,SI
2022-09-10 18:00:00,30.8000,-120.700,25,1003,EP
2021-03-04 09:00:00,-21.3674,93.8503, , ,SI
2021-02-21 09:00:00,9.30201,127.889, , ,WP
2021-02-12 21:00:00,-22.0626,35.0148, , ,SI
2022-05-31 03:00:00,16.1864,-96.1137, , ,EP
2022-01-17 06:00:00,-26.0000,129.900,30,992,SI
2021-04-21 06:00:00,18.1250,124.950,90,935,WP
2021-04-04 06:00:00,-10.4000,123.600,30,992,SI
2023-10-07 03:00:00,10.0051,154.045, , ,WP
2022-09-17 03:00:00,26.3201,132.728, , ,WP
2021-02-04 06:00:00,-10.9500,80.8500,23,1006,SI
2022-04-08 06:00:00,5.70000,146.000, , ,WP
2021-05-14 03:00:00,10.9740,72.0140,25,997,NI
2023-08-26 00:00:00,18.4000,123.400, , ,WP
2021-12-01 03:00:00,-9.22998,102.630, , ,SI
2023-09-04 15:00:00,23.6906,117.932, , ,WP
2020-09-26 06:00:00,18.6125,159.450, ,1006,WP
2022-09-05 21:00:00,15.6398,-107.300, , ,EP
2021-08-19 00:00:00,16.5909,135.364, ,1008,WP
2022-05-10 18:00:00,15.4000,81.2000, , ,NI
2023-09-12 00:00:00,24.4000,-129.500, , ,EP
2021-11-22 18:00:00,-13.5000,107.700,40,994,SI
2021-12-17 03:00:00,10.1780,120.466, , ,WP
2021-12-04 06:00:00,29.5600,148.340, ,1006,WP
2023-07-04 18:00:00,19.9000,-122.400, , ,EP
2023-08-02 00:00:00,25.8000,127.000, , ,WP
2021-03-08 18:00:00,-30.9198,98.1528, , ,SI
2021-08-13 18:00:00,12.5500,164.900, , ,WP
2021-03-21 09:00:00,-12.1726,94.6649, , ,SI
2022-07-23 00:00:00,23.0000,-129.600,25,1009,EP
2024-01-26 06:00:00,-16.9000,86.5000, , ,SI
2023-09-13 03:00:00,22.3419,-134.427, , ,EP
2022-06-18 00:00:00,12.0000,-89.2000,30,1005,EP
2022-10-21 03:00:00,20.3353,123.727, , ,WP
2022-03-17 00:00:00,-20.4000,92.8000,40,994,SI
2023-06-30 18:00:00,17.5000,-102.700, , ,EP
2021-11-11 15:00:00,12.9439,79.3648, , ,NI
2022-03-10 09:00:00,-15.7724,42.4425, , ,SI
2023-06-29 00:00:00,13.2000,-96.3000, , ,EP
2021-08-17 06:00:00,17.6000,-126.000,75,982,EP
2023-10-10 00:00:00,20.8000,110.300, , ,WP
2020-05-18 09:00:00,13.7100,86.2350,120,930,NI
2020-08-26 15:00:00,13.7349,132.577, , ,WP
2021-08-24 00:00:00,20.7000,-115.000,35,1003,EP
2022-03-27 06:00:00,-20.5000,76.8000, , ,SI
2023-03-04 18:00:00,-22.8000,40.7000, , ,SI
2021-08-05 15:00:00,15.9500,-137.000, , ,EP
2021-01-25 00:00:00,-17.1450,96.2550,30,998,SI
2021-08-16 18:00:00,17.8000,-124.100,85,974,EP
2021-09-27 12:00:00,18.8000,79.9500,25,998,NI
2024-01-26 15:00:00,-17.8573,84.7350, , ,SI
2021-01-25 18:00:00,-24.8000,23.9000, , ,SI
2020-08-18 19:00:00,21.7213,113.678, , ,WP
2021-10-05 15:00:00,13.4824,116.003, , ,WP
2023-09-09 03:00:00,20.9730,-123.723, , ,EP
2023-06-09 00:00:00,17.2000,130.400, , ,WP
2020-10-27 06:00:00,13.4750,113.225,90,940,WP
2020-10-11 12:00:00,15.0273,107.845, ,1002,WP
2020-08-30 09:00:00,18.9225,128.988, , ,WP
2023-08-20 00:00:00,24.3000,-114.300, , ,EP
2020-03-12 18:00:00,-14.0500,53.4500,23,1003,SI
2024-05-17 09:00:00,-8.88095,50.6544, , ,SI
2020-03-02 06:00:00,-18.6000,127.800,20,995,SI
2021-09-25 03:00:00,15.9675,102.053, , ,WP
2022-02-28 15:00:00,-16.6372,123.926, , ,SI
2021-11-07 15:00:00,8.31247,-101.550, , ,EP
2022-07-29 15:00:00,14.9999,-122.950, , ,EP
2020-05-14 12:00:00,12.3500,124.500,70,975,WP
2020-07-14 03:00:00,21.6498,-131.278, , ,EP
2021-08-07 09:00:00,7.84747,191.870, , ,EP
2021-12-01 09:00:00,14.7081,135.689, , ,WP
2021-12-06 15:00:00,-9.24251,105.172, , ,SI
2021-07-30 18:00:00,12.3000,-113.000,40,1003,EP
2020-08-18 09:00:00,17.3798,-107.145, , ,EP
2021-10-23 09:00:00,8.61242,120.000, , ,WP
2020-10-01 06:00:00,14.6000,-117.600,75,984,EP
2021-04-25 06:00:00,22.5000,138.100, ,992,WP
2020-08-08 15:00:00,20.0734,126.276, , ,WP
2020-08-23 06:00:00,26.7000,124.400,55,990,WP
2020-08-08 15:00:00,14.9376,117.582, , ,WP
2020-10-09 09:00:00,13.2000,-105.927, , ,EP
2023-05-20 06:00:00,-10.0000,69.3000, , ,SI
2022-09-21 18:00:00,17.2000,-105.400,35,1005,EP
2022-02-25 18:00:00,-14.7000,92.2000,85,964,SI
2021-09-22 15:00:00,11.6536,148.164, , ,WP
2020-12-06 00:00:00,-10.5500,86.6000,23,1003,SI
2021-10-02 15:00:00,44.9419,154.060, , ,WP
2022-06-19 12:00:00,12.9000,-91.9000,25,1007,EP
2021-08-02 15:00:00,20.9958,112.234, , ,WP
2022-03-28 09:00:00,-22.1301,81.0724, , ,SI
2022-09-09 21:00:00,31.0674,-117.950, , ,EP
2020-10-20 09:00:00,15.9069,122.632, , ,WP
2023-04-21 15:00:00,10.3874,155.790, , ,WP
2020-12-04 06:00:00,-6.80000,85.0000, , ,SI
2023-10-24 15:00:00,14.6301,-99.0600, , ,EP
2020-10-20 12:00:00,25.0500,139.400, , ,WP
2021-01-10 09:00:00,-19.0937,60.0775, , ,SI
2022-08-05 06:00:00,19.4000,-132.500,25,1011,EP
2021-04-27 12:00:00,45.6500,162.500, ,952,WP
2022-09-26 15:00:00,16.3425,-118.900, , ,EP
2023-06-11 18:00:00,26.7000,135.200, , ,WP
2023-05-20 09:00:00,5.80750,149.265, , ,WP
2021-09-25 12:00:00,18.1500,137.425,85,955,WP
2022-01-30 06:00:00,-17.1000,67.0000, , ,SI
2020-08-15 21:00:00,13.0775,-133.765, , ,EP
2023-12-03 15:00:00,12.6501,82.1800, , ,NI
2021-10-03 09:00:00,52.4822,161.189, , ,WP
2020-12-24 21:00:00,8.94195,100.156, , ,WP
2020-12-11 15:00:00,-23.5497,122.081, , ,SI
2021-10-17 00:00:00,33.8000,167.167, ,1002,WP
2021-01-26 15:00:00,-26.2375,22.4275, , ,SI
2021-04-18 21:00:00,14.0644,126.394, , ,WP
2021-09-07 09:00:00,16.2537,135.152, , ,WP
2022-09-02 18:00:00,22.4000,124.700, , ,WP
2021-08-06 12:00:00,15.0000,-101.900,25,1009,EP
2021-12-09 21:00:00,-14.9198,101.115, , ,SI
2020-02-22 18:00:00,-21.3000,66.6000,22,1009,SI
2020-12-31 18:00:00,-21.1000,24.4000, , ,SI
2022-07-03 09:00:00,28.3851,126.655, , ,WP
2020-12-25 09:00:00,10.5971,97.2880, , ,NI
2022-08-23 12:00:00,18.6000,120.400, , ,WP
2021-03-05 15:00:00,-16.1425,76.7801, , ,SI
2021-12-06 03:00:00,-8.34237,102.922, , ,SI
2021-07-31 15:00:00,11.7500,-127.890, , ,EP
2021-02-15 15:00:00,-19.1901,70.5413, , ,SI
2023-06-07 12:00:00,15.3000,133.100, , ,WP
2020-09-06 15:00:00,52.2765,129.299, , ,WP
2023-10-23 03:00:00,24.6620,-108.936, , ,EP
2021-12-04 09:00:00,30.3428,149.181, , ,WP
2021-05-16 15:00:00,17.2650,72.2676,80,968,NI
2021-12-27 00:00:00,-13.5000,130.300,20,999,SI
2021-06-06 00:00:00,30.1000,135.000, ,1008,WP
2022-09-27 00:00:00,28.0000,141.900, , ,WP
2022-10-03 09:00:00,15.1500,-111.602, , ,EP
2021-08-03 15:00:00,22.8655,145.276, , ,WP
2022-01-27 15:00:00,-18.2091,78.7263, , ,SI
2020-10-15 06:00:00,29.7000,143.850, ,1010,WP
2023-10-24 00:00:00,19.8000,89.2000, , ,NI
2024-01-22 03:00:00,-12.4575,91.6424, , ,SI
2022-09-11 03:00:00,22.7499,124.362, , ,WP
2024-04-07 06:00:00,-14.8000,119.200, , ,SI
2021-08-03 12:00:00,20.2000,-116.300,30,1008,EP
2021-01-01 09:00:00,-11.8012,72.2176, , ,SI
2022-05-11 06:00:00,15.7000,81.1000, , ,NI
2021-10-12 09:00:00,18.8084,116.857, , ,WP
2020-09-15 21:00:00,20.9500,-122.115, , ,EP
2022-09-15 00:00:00,23.3000,138.800, , ,WP
2022-02-14 18:00:00,-16.7000,53.2000, , ,SI
2023-03-09 12:00:00,-19.5000,38.8000, , ,SI
2020-10-17 00:00:00,8.20000,141.600, , ,WP
2020-06-14 03:00:00,21.8395,111.725, , ,WP
2023-08-15 00:00:00,20.5000,167.767, , ,WP
2020-10-29 12:00:00,16.6500,134.550,65,985,WP
2020-09-30 06:00:00,40.8909,163.064, ,996,WP
2021-11-30 09:00:00,12.9693,137.801, , ,WP
2024-01-19 09:00:00,-23.3874,63.7050, , ,SI
2020-10-23 18:00:00,17.8750,113.850,55,985,WP
2023-08-12 12:00:00,14.2000,-111.800, , ,EP
2021-08-01 09:00:00,12.0224,-127.060, , ,EP
2020-11-13 03:00:00,15.4325,114.927, , ,WP
2023-10-24 03:00:00,20.1151,89.8299, , ,NI
2021-01-10 03:00:00,-17.0517,96.1563, , ,SI
2021-04-04 09:00:00,-10.3526,123.354, , ,SI
2023-01-21 09:00:00,-18.7389,45.4491, , ,SI
2021-06-10 06:00:00,17.6000,115.400, , ,WP
2023-01-24 18:00:00,-20.1000,42.9000, , ,SI
2022-09-17 12:00:00,27.6000,132.000, , ,WP
2020-02-26 00:00:00,-16.5500,133.200,25,996,SI
2021-06-13 03:00:00,11.9149,-124.615, , ,EP
2024-05-18 15:00:00,-7.81509,47.4276, , ,SI
2023-09-03 21:00:00,31.6040,137.816, , ,WP
2022-03-03 06:00:00,-22.1000,122.100,40,986,SI
2020-08-23 09:00:00,26.8363,124.702,55,990,WP
2021-07-17 09:00:00,21.3863,133.290, , ,WP
2020-05-17 18:00:00,12.5000,86.3500,80,970,NI
2021-06-25 06:00:00,21.9750,139.125,65,980,WP
2022-02-14 09:00:00,-16.6873,54.5401, , ,SI
2021-04-18 00:00:00,13.1000,127.700,120,895,WP
2023-08-05 09:00:00,27.7928,128.073, , ,WP
2021-06-11 18:00:00,18.1500,111.075,35,998,WP
2021-07-18 06:00:00,17.5000,-111.200,40,1003,EP
2023-02-06 15:00:00,-12.7624,118.545, , ,SI
2021-06-01 15:00:00,14.4075,-110.292, , ,EP
2024-01-01 18:00:00,-21.4000,43.8000, , ,SI
2024-02-23 03:00:00,-18.3654,114.368, , ,SI
2022-03-31 06:00:00,-20.5000,111.600,25,1004,SI
2020-03-13 18:00:00,-14.9000,51.4500,40,996,SI
2022-07-30 15:00:00,13.8424,-126.850, , ,EP
2020-08-18 12:00:00,17.7000,-107.600,115,950,EP
2022-03-10 06:00:00,-15.6000,42.8000, , ,SI
2022-09-15 18:00:00,23.4000,136.400, , ,WP
2023-08-25 18:00:00,23.1000,154.800, , ,WP
2022-07-28 09:00:00,16.0574,-117.700, , ,EP
2022-09-27 06:00:00,15.1000,-120.300,25,1009,EP
2020-09-03 12:00:00,45.3667,127.144, ,976,WP
2022-02-22 09:00:00,-20.1549,49.8774, , ,SI
2023-07-19 06:00:00,17.7667,-154.300, , ,EP
2021-12-14 06:00:00,7.77500,135.825,55,985,WP
2021-04-09 15:00:00,-20.2900,108.614, , ,SI
2024-01-25 09:00:00,-22.8635,60.0132, , ,SI
2020-11-30 18:00:00,-10.6000,87.6000, , ,SI
2021-06-28 18:00:00,41.1000,159.700, ,996,WP
2022-09-01 12:00:00,17.9000,-109.800,30,1004,EP
2021-05-24 12:00:00,17.1500,89.4000,45,986,NI
2020-10-05 09:00:00,22.7750,139.247, , ,WP
2022-10-24 06:00:00,19.3000,89.7000, , ,NI
2022-02-23 18:00:00,-12.6000,97.6000,20,1002,SI
2021-04-23 00:00:00,-9.25000,44.3000,45,997,SI
2021-04-22 09:00:00,-9.74372,45.5425, , ,SI
2021-03-12 03:00:00,-18.6462,71.9849, , ,SI
2020-07-13 21:00:00,19.9000,121.700, , ,WP
2022-09-07 21:00:00,17.2148,133.380, , ,WP
2024-03-14 06:00:00,-16.2000,115.000, , ,SI
2020-04-06 12:00:00,-26.9200,92.1800, , ,SI
2022-06-22 12:00:00,13.4000,-103.200,40,1003,EP
2021-08-23 18:00:00,20.7000,-113.400,40,1002,EP
2020-05-13 21:00:00,12.1462,126.606, , ,WP
2020-09-02 15:00:00,19.7768,139.900, , ,WP
2020-04-17 21:00:00,-16.3048,78.8473, , ,SI
2020-09-18 15:00:00,16.3004,103.063, , ,WP
2022-09-26 06:00:00,15.9000,116.900, , ,WP
2022-12-27 18:00:00,-18.5000,127.700, , ,SI
2020-09-23 15:00:00,32.8498,141.197,50,985,WP
2023-10-11 03:00:00,20.7900,-104.568, , ,EP
2021-05-08 21:00:00,12.9924,-106.723, , ,EP
2022-05-09 21:00:00,14.7795,84.1323, , ,NI
2021-09-03 21:00:00,33.9394,159.428, , ,WP
2023-08-07 18:00:00,24.9000,-119.320, , ,EP
2021-01-08 15:00:00,-13.4377,102.620, , ,SI
2020-10-05 00:00:00,22.1533,139.180,35,998,WP
2023-10-24 00:00:00,15.6000,52.0000, , ,NI
2021-09-29 21:00:00,26.2142,136.095, , ,WP
2020-12-17 15:00:00,6.19274,128.355, , ,WP
2022-09-03 09:00:00,24.1222,-113.978, , ,EP
2020-08-18 10:00:00,21.0221,115.142, , ,WP
2023-10-02 06:00:00,19.7000,126.700, , ,WP
2020-09-06 15:00:00,31.9531,129.229,85,945,WP
2021-09-10 09:00:00,18.2712,123.184, , ,WP
2023-11-24 15:00:00,13.2717,-122.773, , ,EP
2021-08-07 00:00:00,24.9500,120.625,35,994,WP
2023-10-21 09:00:00,10.4308,57.9014, , ,NI
2020-08-29 00:00:00,46.4000,124.600, ,1006,WP
2021-09-05 12:00:00,12.9750,139.925, ,1008,WP
2020-11-18 18:00:00,-19.7500,68.1500,27,1001,SI
2024-03-13 09:00:00,-15.1300,111.142, , ,SI
2022-02-03 21:00:00,-19.4150,54.2949, , ,SI
2021-10-29 21:00:00,37.3732,155.753, , ,WP
2020-12-08 12:00:00,-11.0500,108.050,35,994,SI
2023-01-03 03:00:00,-18.6825,124.782, , ,SI
2022-02-15 18:00:00,-17.2000,48.5000, , ,SI
2023-06-13 00:00:00,20.7000,67.1000, , ,NI
2024-01-27 09:00:00,-19.0997,81.4151, , ,SI
2024-03-11 18:00:00,-12.1000,104.400, , ,SI
2021-09-22 18:00:00,13.2000,112.733, ,1002,WP
2020-08-26 06:00:00,17.2000,-106.800,35,1005,EP
2022-09-10 21:00:00,22.4150,124.720, , ,WP
2024-01-15 00:00:00,-20.5000,54.5000, , ,SI
2023-10-06 18:00:00,16.2667,-110.967, , ,EP
2020-09-05 00:00:00,50.4000,124.150, ,992,WP
2024-02-17 03:00:00,-16.3002,68.0981, , ,SI
2021-10-11 12:00:00,18.8000,121.725,50,980,WP
2022-04-26 06:00:00,-22.8000,42.1000, , ,SI
2022-02-02 03:00:00,-18.3073,57.9498, , ,SI
2020-11-24 15:00:00,10.0675,82.6575,45,992,NI
2021-12-13 00:00:00,5.40000,141.850, ,1000,WP
2022-09-14 06:00:00,28.7000,122.900, , ,WP
2020-08-17 00:00:00,18.9667,121.933, ,1006,WP
2020-08-06 12:00:00,42.1500,134.800, ,988,WP
2022-03-14 09:00:00,-15.7224,100.350, , ,SI
2022-08-07 15:00:00,16.8848,-110.008, , ,EP
2023-08-08 18:00:00,24.4000,147.600, , ,WP
2021-10-23 18:00:00,10.4000,118.700, , ,WP
2023-08-10 03:00:00,35.6077,128.424, , ,WP
2024-01-17 21:00:00,-24.1870,64.8948, , ,SI
2022-08-03 15:00:00,28.4000,-127.437, , ,EP
2022-04-01 06:00:00,-19.3000,84.5000, , ,SI
2022-05-29 03:00:00,13.8575,-98.9950, , ,EP
2020-11-04 00:00:00,14.4000,-116.700,35,1006,EP
2020-10-07 06:00:00,13.8600,124.800, ,1004,WP
2021-02-14 15:00:00,6.05006,141.313, , ,WP
2022-10-05 03:00:00,17.9575,-113.692, , ,EP
2023-10-21 06:00:00,21.4000,-110.100, , ,EP
2021-08-06 12:00:00,25.0000,119.425,35,994,WP
2023-02-09 09:00:00,-17.0430,88.4009, , ,SI
2023-05-25 18:00:00,14.9000,140.500, , ,WP
2022-02-18 00:00:00,-13.4000,63.0000, , ,SI
2021-01-13 21:00:00,-12.4165,97.3655, , ,SI
2021-01-13 00:00:00,-11.5000,99.0000, , ,SI
2021-10-08 00:00:00,14.6000,66.6000,25,1002,NI
2023-12-04 03:00:00,13.4649,81.1273, , ,NI
2021-07-19 06:00:00,16.3000,-130.500,80,979,EP
2021-02-16 00:00:00,6.10000,138.000, , ,WP
2021-02-09 03:00:00,-14.0775,83.3751, , ,SI
2024-05-21 15:00:00,-4.45250,42.0200, , ,SI
2023-09-08 03:00:00,18.3920,-118.485, , ,EP
2024-03-23 18:00:00,-21.4000,92.4000, , ,SI
2022-10-06 21:00:00,-9.50501,85.6126, , ,SI
2021-08-26 03:00:00,20.7149,-123.943, , ,EP
2020-11-13 18:00:00,15.5750,112.400,80,960,WP
2022-07-31 18:00:00,-13.5000,91.0000, , ,SI
2021-10-03 15:00:00,54.6882,163.284, , ,WP
2022-09-06 03:00:00,38.0541,132.148, , ,WP
2021-01-17 15:00:00,-13.1101,60.4873, , ,SI
2022-09-27 18:00:00,16.0000,109.000, , ,WP
2023-08-09 15:00:00,27.2076,-122.180, , ,EP
2021-06-01 00:00:00,10.0500,127.275,40,998,WP
2020-11-07 15:00:00,22.5000,118.200, , ,WP
2020-12-03 06:00:00,9.30000,80.1000,40,998,NI
2021-12-03 12:00:00,-8.70000,97.9000,20,1004,SI
2023-06-09 12:00:00,19.9000,91.7000, , ,NI
2024-02-19 09:00:00,-14.2700,55.6999, , ,SI
2022-05-07 12:00:00,-8.70000,90.1000,40,994,SI
2023-02-23 09:00:00,-17.7626,71.6850, , ,SI
2022-07-18 15:00:00,17.9799,-111.258, , ,EP
2020-10-09 06:00:00,13.1000,-105.900,25,1007,EP
2023-10-19 03:00:00,19.6699,108.255, , ,WP
2022-06-22 09:00:00,13.3148,-102.873, , ,EP
2021-10-13 12:00:00,22.9500,153.850,40,998,WP
2021-07-17 06:00:00,21.1750,133.525, ,1000,WP
2021-01-20 15:00:00,-21.7076,77.9574, , ,SI
2021-12-12 12:00:00,5.58462,143.615, ,1004,WP
2020-08-14 21:00:00,13.4925,-132.773, , ,EP
2020-10-12 18:00:00,18.2250,113.600,40,996,WP
2022-06-20 18:00:00,11.7000,-95.8000,30,1006,EP
2021-02-24 12:00:00,-12.4600,109.800,25,999,SI
2021-04-03 15:00:00,-10.7269,123.614, , ,SI
2021-02-20 00:00:00,6.42500,131.300,40,998,WP
2021-02-01 21:00:00,-21.7202,116.601, , ,SI
2023-10-01 15:00:00,18.6076,128.380, , ,WP
2020-03-13 06:00:00,-14.4000,52.3500,33,1000,SI
2020-11-24 09:00:00,9.86000,82.8500,45,992,NI
2023-08-24 18:00:00,17.0000,152.600, , ,WP
2020-11-14 03:00:00,-8.28988,79.0561, , ,SI
2021-10-27 09:00:00,21.5400,139.560, , ,WP
2020-05-18 15:00:00,14.4750,86.4500,125,926,NI
2022-10-22 06:00:00,17.0000,-105.800,100,963,EP
2024-03-23 00:00:00,-19.3000,96.5000, , ,SI
2021-03-21 18:00:00,-12.3000,93.7000,25,1003,SI
2022-09-16 21:00:00,14.6350,-106.693, , ,EP
2020-03-03 21:00:00,-19.6277,133.816, , ,SI
2022-09-13 00:00:00,25.7000,124.200, , ,WP
2023-02-27 00:00:00,-29.2000,66.5000, , ,SI
2022-04-09 18:00:00,9.70000,142.000, , ,WP
2021-08-04 09:00:00,13.8275,-135.008, , ,EP
2023-03-04 15:00:00,-22.6580,40.1421, , ,SI
2020-11-02 09:00:00,15.1869,117.323, , ,WP
2023-10-07 06:00:00,15.9667,-111.700, , ,EP
2023-08-30 12:00:00,20.7000,119.700, , ,WP
2021-09-27 06:00:00,19.9000,136.600,85,950,WP
2022-07-24 00:00:00,24.0000,-131.800,20,1010,EP
2022-10-23 03:00:00,19.9540,-106.627, , ,EP
2020-10-13 18:00:00,28.6000,144.500, ,1008,WP
2021-08-05 18:00:00,26.8500,130.025,40,992,WP
2023-02-10 21:00:00,-16.0875,80.8852, , ,SI
2020-08-26 00:00:00,12.8000,133.900, , ,WP
2021-03-06 18:00:00,-27.7500,96.9500,30,994,SI
2020-10-12 18:00:00,17.5000,-108.800,30,1007,EP
2021-04-17 00:00:00,10.7000,131.100,95,935,WP
2022-04-10 09:00:00,12.2097,137.278, , ,WP
2021-08-12 06:00:00,22.2000,-118.800,30,1007,EP
2023-08-14 00:00:00,18.7000,170.133, , ,WP
2021-06-19 18:00:00,19.4000,-103.900,50,997,EP
2021-07-30 00:00:00,13.0000,-123.800,25,1007,EP
2021-02-18 12:00:00,7.20000,131.850,40,996,WP
2021-01-29 21:00:00,-17.1947,73.9202, , ,SI
2022-04-09 15:00:00,10.8713,126.452, , ,WP
2021-07-23 15:00:00,19.9425,107.089, , ,WP
2021-10-25 06:00:00,17.2000,-101.800,90,977,EP
2020-09-07 03:00:00,36.9949,129.135,60,970,WP
2020-07-21 03:00:00,19.2224,-131.885, , ,EP
2021-10-09 12:00:00,16.9000,162.069, ,1004,WP
2021-12-13 15:00:00,6.45667,139.196, , ,WP
2020-10-08 21:00:00,13.0350,-106.050, , ,EP
2021-04-20 03:00:00,15.6600,126.034, , ,WP
2024-01-13 00:00:00,-14.5000,55.8000, , ,SI
2021-10-10 09:00:00,17.9262,127.417, , ,WP
2020-06-24 21:00:00,10.4649,-134.015, , ,EP
2020-06-02 21:00:00,17.0387,71.8600,45,994,NI
2022-03-27 21:00:00,-21.4996,79.5227, , ,SI
2021-09-18 00:00:00,34.4231,136.554,35,1000,WP
2023-06-14 21:00:00,22.4075,66.7200, , ,NI
2021-10-08 21:00:00,14.8566,131.210, , ,WP
2021-01-11 18:00:00,-11.6000,85.7000, , ,SI
2021-08-02 18:00:00,15.7000,-122.700,70,988,EP
2021-08-15 06:00:00,47.0000,174.900, ,1008,WP
2021-04-18 03:00:00,-11.4223,65.4875, , ,SI
2022-12-17 09:00:00,13.7140,61.0908, , ,NI
2021-12-04 00:00:00,15.9500,84.7500,40,1000,NI
2021-08-05 06:00:00,23.4500,117.050,40,990,WP
2021-11-29 03:00:00,11.9038,142.310, , ,WP
2021-01-25 21:00:00,-24.9574,23.5048, , ,SI
2020-11-23 21:00:00,9.91058,83.3134, , ,NI
2023-09-22 18:00:00,21.1000,-125.600, , ,EP
2020-07-23 12:00:00,13.3000,-134.900,105,964,EP
2022-07-19 21:00:00,19.5996,-116.828, , ,EP
2021-04-12 09:00:00,6.29998,141.057, , ,WP
2023-07-02 18:00:00,19.7333,-117.133, , ,EP
2021-07-17 00:00:00,15.0000,-105.600,25,1007,EP
2022-09-27 18:00:00,-13.3000,78.6000, , ,SI
2022-08-03 03:00:00,26.4350,-126.665, , ,EP
2020-10-09 00:00:00,12.9091,117.091, ,1006,WP
2021-11-21 09:00:00,-11.8200,106.628, , ,SI
2023-08-13 06:00:00,15.0667,-114.667, , ,EP
2021-10-03 03:00:00,50.0751,159.056, , ,WP
2022-08-21 12:00:00,17.0000,-125.600,25,1008,EP
2023-02-09 12:00:00,-15.4000,109.600, , ,SI
2021-01-25 09:00:00,-24.1348,25.4777, , ,SI
2022-12-23 00:00:00,-15.2000,130.400, , ,SI
2022-05-29 18:00:00,14.0000,-98.9000,95,964,EP
2020-08-28 18:00:00,18.5000,-115.400,45,999,EP
2020-05-15 12:00:00,14.9750,121.325,45,994,WP
2021-06-14 18:00:00,10.9000,-129.500,30,1007,EP
2020-10-19 03:00:00,38.1770,171.635, , ,WP
2023-10-22 15:00:00,9.96498,-96.7788, , ,EP
2020-10-27 09:00:00,13.6494,112.610, , ,WP
2020-09-06 00:00:00,16.8000,-103.900,40,1004,EP
2023-08-07 21:00:00,25.2305,-120.124, , ,EP
2021-07-30 15:00:00,12.1028,-112.410, , ,EP
2020-09-29 12:00:00,13.5000,-108.000,30,1005,EP
2021-08-20 21:00:00,19.8924,-145.415, , ,EP
2023-09-12 03:00:00,24.1802,-129.970, , ,EP
2022-08-10 21:00:00,23.9147,-121.400, , ,EP
2020-10-28 06:00:00,15.2250,108.550,70,970,WP
2023-08-14 21:00:00,33.8201,135.750, , ,WP
2020-10-28 03:00:00,16.4691,139.914, , ,WP
2022-09-19 21:00:00,20.9225,-109.907, , ,EP
2022-03-02 21:00:00,-20.5513,121.298, , ,SI
2022-07-10 21:00:00,19.4031,-136.205, , ,EP
2020-11-13 09:00:00,-5.68734,83.0024, , ,SI
2021-11-30 12:00:00,-7.50000,102.500,30,1000,SI
2021-10-30 00:00:00,38.7500,158.350, ,992,WP
2020-08-24 21:00:00,28.8844,125.858, , ,WP
2021-10-12 15:00:00,20.1075,-109.345, , ,EP
2024-01-22 18:00:00,-12.6000,91.4000, , ,SI
2020-06-30 12:00:00,20.7000,-112.900,25,1006,EP
2023-01-26 06:00:00,-19.8000,43.1000, , ,SI
2020-08-13 12:00:00,49.4000,160.200, ,990,WP
2022-08-02 03:00:00,23.3925,-124.108, , ,EP
2022-07-02 18:00:00,11.2000,-87.4000,45,999,EP
2023-02-09 21:00:00,-16.1323,85.5927, , ,SI
2021-09-11 15:00:00,15.2275,109.231, , ,WP
2021-09-11 18:00:00,15.1750,109.225, ,996,WP
2022-09-03 12:00:00,24.5000,124.700, , ,WP
2021-04-25 09:00:00,23.0334,139.346, , ,WP
2021-08-04 03:00:00,26.2744,147.156, , ,WP
2021-03-05 12:00:00,-16.2500,76.4000,100,948,SI
2020-07-21 18:00:00,19.1000,-134.600,25,1009,EP
2020-09-18 21:00:00,16.4711,101.427, , ,WP
2020-07-13 21:00:00,21.3421,-129.985, , ,EP
2021-02-22 00:00:00,11.6733,125.027, ,1008,WP
2022-12-28 09:00:00,-20.6071,76.9194, , ,SI
2021-12-02 06:00:00,-9.80000,100.900,30,1000,SI
2021-06-25 21:00:00,24.3088,139.512, , ,WP
2021-11-19 15:00:00,-10.4450,104.000, , ,SI
2021-04-05 12:00:00,-11.1000,121.400,50,985,SI
2021-09-07 18:00:00,16.2750,133.500,80,960,WP
2020-06-09 21:00:00,11.3925,125.735, , ,WP
2024-02-24 03:00:00,-23.6337,57.7740, , ,SI
2023-09-08 09:00:00,19.1651,-119.843, , ,EP
2020-12-05 03:00:00,-8.68672,106.034, , ,SI
